FILE,marker,variant
GCF_003116725.1,recA,481
GCF_003116755.1,recA,254
GCF_003116775.1,recA,578
GCF_003116795.1,recA,356
GCF_003122345.2,recA,242
GCF_003122365.1,recA,975
GCF_003129505.1,recA,854
GCF_003143855.1,recA,812
GCF_003143935.1,recA,815
GCF_003146615.1,recA,137
GCF_003147545.1,recA,505
GCF_003148825.1,recA,917
GCF_003173275.1,recA,83
GCF_003208035.1,recA,910
GCF_003236365.1,recA,364
GCF_003248335.1,recA,745
GCF_003248355.1,recA,745
GCF_003261055.1,recA,610
GCF_003265665.1,recA,996
GCF_003268535.2,recA,754
GCF_003268555.1,recA,754
GCF_003287915.1,recA,403
GCF_003287935.1,recA,403
GCF_003323715.1,recA,976
GCF_003323735.1,recA,989
GCF_003324565.1,recA,706
GCF_003330845.1,recA,381
GCF_003330865.1,recA,262
GCF_003344445.1,recA,378
GCF_003344905.1,recA,496
GCF_003344965.1,recA,990
GCF_003346515.1,recA,198
GCF_003352445.1,recA,652
GCF_003353555.1,recA,23
GCF_003363195.1,recA,430
GCF_003367645.1,recA,18
GCF_003369795.1,recA,210
GCF_003387455.1,recA,131
GCF_003389455.1,recA,822
GCF_003391135.1,recA,992
GCF_003402595.1,recA,975
GCF_003403055.1,recA,859
GCF_003428925.1,recA,234
GCF_003443735.1,recA,613
GCF_003454755.1,recA,130
GCF_003501885.1,recA,614
GCF_003568675.1,recA,531
GCF_003584805.1,recA,301
GCF_003584815.1,recA,317
GCF_003584825.1,recA,411
GCF_003595235.1,recA,651
GCF_003595545.1,recA,249
GCF_003610995.1,recA,481
GCF_003627815.1,recA,993
GCF_003634815.1,recA,352
GCF_003635085.1,recA,864
GCF_003665435.1,recA,802
GCF_003671675.1,recA,288
GCF_003671685.1,recA,445
GCF_003671715.1,recA,646
GCF_003671755.1,recA,543
GCF_003675325.1,recA,194
GCF_003675955.1,recA,162
GCF_003687515.1,recA,5
GCF_003688995.1,recA,549
GCF_003709145.1,recA,795
GCF_003721495.1,recA,225
GCF_003751425.1,recA,690
GCF_003751445.1,recA,298
GCF_003751985.1,recA,841
GCF_003752205.1,recA,696
GCF_003752275.1,recA,311
GCF_003814735.1,recA,352
GCF_003814765.1,recA,1008
GCF_003814875.1,recA,434
GCF_003851625.1,recA,842
GCF_003851665.1,recA,828
GCF_003865135.1,recA,65
GCF_003865155.1,recA,70
GCF_003933295.1,recA,270
GCF_003933485.1,recA,270
GCF_003933965.1,recA,935
GCF_003935055.1,recA,118
GCF_003945525.1,recA,171
GCF_003945545.1,recA,898
GCF_003947265.2,recA,374
GCF_003947455.1,recA,585
GCF_003947555.1,recA,342
GCF_003947575.1,recA,362
GCF_003947585.1,recA,271
GCF_003949505.1,recA,979
GCF_003949535.1,recA,417
GCF_003949695.1,recA,657
GCF_003949805.1,recA,611
GCF_003949835.1,recA,539
GCF_003949875.1,recA,554
GCF_003949895.1,recA,338
GCF_003949905.1,recA,186
GCF_003950035.1,recA,944
GCF_003950055.1,recA,410
GCF_003955715.1,recA,285
GCF_003963535.1,recA,912
GCF_003970715.1,recA,76
GCF_003977835.1,recA,171
GCF_003977875.1,recA,786
GCF_003984785.1,recA,350
GCF_003984905.1,recA,356
GCF_003984925.1,recA,480
GCF_003984935.1,recA,186
GCF_003984965.1,recA,186
GCF_003984975.1,recA,186
GCF_003989035.1,recA,227
GCF_003994375.1,recA,83
GCF_003994395.1,recA,284
GCF_004000395.1,recA,5
GCF_004000405.1,recA,96
GCF_004005495.1,recA,998
GCF_004028635.1,recA,24
GCF_004078575.1,recA,235
GCF_004104485.1,recA,616
GCF_004104505.1,recA,735
GCF_004115015.1,recA,735
GCF_004117935.1,recA,726
GCF_004122735.1,recA,631
GCF_004122755.1,recA,250
GCF_004124325.1,recA,971
GCF_004124335.1,recA,113
GCF_004125245.1,recA,52
GCF_004125265.1,recA,867
GCF_004125275.1,recA,83
GCF_004125315.1,recA,394
GCF_004127445.1,recA,215
GCF_004151105.1,recA,920
GCF_004187715.1,recA,345
GCF_004195735.1,recA,92
GCF_004195745.1,recA,92
GCF_004195755.1,recA,93
GCF_004195775.1,recA,92
GCF_004195835.1,recA,5
GCF_004195845.1,recA,5
GCF_004195855.1,recA,93
GCF_004195885.1,recA,5
GCF_004195895.1,recA,117
GCF_004195935.1,recA,113
GCF_004195945.1,recA,113
GCF_004195955.1,recA,113
GCF_004195965.1,recA,113
GCF_004195995.1,recA,116
GCF_004196035.1,recA,5
GCF_004196045.1,recA,5
GCF_004196145.1,recA,5
GCF_004196155.1,recA,5
GCF_004196215.1,recA,736
GCF_004196225.1,recA,763
GCF_004212445.1,recA,215
GCF_004217285.1,recA,793
GCF_004217355.1,recA,934
GCF_004320085.1,recA,552
GCF_004328625.1,recA,169
GCF_004334925.1,recA,207
GCF_004341025.1,recA,811
GCF_004353505.1,recA,350
GCF_004353545.1,recA,350
GCF_004359235.1,recA,350
GCF_004364245.1,recA,398
GCF_004364395.1,recA,213
GCF_004403015.1,recA,771
GCF_004522685.1,recA,410
GCF_004524875.1,recA,36
GCF_004563805.1,recA,49
GCF_004684775.1,recA,961
GCF_004768505.1,recA,119
GCF_004794175.1,recA,372
GCF_004794665.1,recA,717
GCF_004795015.1,recA,738
GCF_004795035.1,recA,600
GCF_004795055.1,recA,952
GCF_004795105.1,recA,279
GCF_004795115.1,recA,732
GCF_004795155.1,recA,131
GCF_004795715.1,recA,186
GCF_004798575.1,recA,215
GCF_004803895.1,recA,397
GCF_005048155.1,recA,899
GCF_005222485.1,recA,284
GCF_005234185.1,recA,946
GCF_005280195.1,recA,263
GCF_005280215.1,recA,626
GCF_005405925.1,recA,60
GCF_005405965.1,recA,123
GCF_005406005.1,recA,123
GCF_005490965.1,recA,356
GCF_005517195.1,recA,232
GCF_005519465.1,recA,130
GCF_005768555.2,recA,531
GCF_005938145.1,recA,904
GCF_005981925.1,recA,609
GCF_005981935.1,recA,499
GCF_005981965.1,recA,710
GCF_006088715.1,recA,779
GCF_006229535.1,recA,57
GCF_006516935.1,recA,716
GCF_006539185.1,recA,576
GCF_006539505.1,recA,482
GCF_006540305.1,recA,479
GCF_006547165.1,recA,143
GCF_006547175.1,recA,625
GCF_006547185.1,recA,414
GCF_006715185.1,recA,216
GCF_006715395.1,recA,723
GCF_006715925.1,recA,277
GCF_006716135.1,recA,877
GCF_006782915.1,recA,386
GCF_006788935.1,recA,207
GCF_006974005.1,recA,618
GCF_007096885.1,recA,473
GCF_007113405.2,recA,318
GCF_007113425.2,recA,318
GCF_007113445.1,recA,318
GCF_007113465.1,recA,318
GCF_007113485.2,recA,318
GCF_007113505.2,recA,318
GCF_007113525.2,recA,318
GCF_007113545.2,recA,318
GCF_007113565.2,recA,500
GCF_007113585.2,recA,318
GCF_007113665.2,recA,318
GCF_007176755.1,recA,443
GCF_007280575.1,recA,562
GCF_007280585.1,recA,562
GCF_007363395.1,recA,914
GCF_007677905.1,recA,447
GCF_007679265.1,recA,447
GCF_007679425.1,recA,447
GCF_007679945.1,recA,207
GCF_007827595.1,recA,239
GCF_007828695.1,recA,960
GCF_007829875.1,recA,432
GCF_007829885.1,recA,421
GCF_007896895.1,recA,707
GCF_007896905.1,recA,276
GCF_007994955.1,recA,718
GCF_008016805.1,recA,290
GCF_008039505.1,recA,425
GCF_008042035.1,recA,688
GCF_008042065.1,recA,769
GCF_008042075.1,recA,416
GCF_008042115.1,recA,725
GCF_008042145.1,recA,891
GCF_008042155.1,recA,800
GCF_008042275.1,recA,574
GCF_008086975.1,recA,224
GCF_008087005.1,recA,83
GCF_008120935.1,recA,246
GCF_008124905.1,recA,131
GCF_008124915.1,recA,131
GCF_008124975.1,recA,131
GCF_008124985.1,recA,131
GCF_008125035.1,recA,131
GCF_008180165.1,recA,335
GCF_008271805.1,recA,533
GCF_008312835.1,recA,545
GCF_008369065.1,recA,191
GCF_008632535.1,recA,254
GCF_008632955.1,recA,367
GCF_008634015.1,recA,876
GCF_008634025.1,recA,64
GCF_008639045.1,recA,16
GCF_008639165.1,recA,16
GCF_008642275.1,recA,390
GCF_008642295.1,recA,978
GCF_008642315.1,recA,865
GCF_008642335.1,recA,520
GCF_008642355.1,recA,677
GCF_008642375.1,recA,796
GCF_008704395.1,recA,566
GCF_008704425.1,recA,380
GCF_008704445.1,recA,637
GCF_008704495.1,recA,15
GCF_008704515.1,recA,137
GCF_008704535.1,recA,30
GCF_008704555.1,recA,104
GCF_008704575.1,recA,559
GCF_008704655.1,recA,57
GCF_008704715.1,recA,342
GCF_008704795.1,recA,713
GCF_008704855.1,recA,77
GCF_008704935.1,recA,690
GCF_008704995.1,recA,154
GCF_008705135.1,recA,426
GCF_008705255.1,recA,233
GCF_008806595.1,recA,361
GCF_008868685.1,recA,457
GCF_008905045.1,recA,591
GCF_008931305.1,recA,131
GCF_008973465.1,recA,957
GCF_008974245.1,recA,1004
GCF_009208535.1,recA,817
GCF_009299385.1,recA,256
GCF_009377175.1,recA,506
GCF_009377185.1,recA,997
GCF_009377205.1,recA,360
GCF_009495655.1,recA,638
GCF_009498275.1,recA,759
GCF_009604385.1,recA,647
GCF_009604455.1,recA,918
GCF_009739225.1,recA,288
GCF_009739465.1,recA,1011
GCF_009739905.1,recA,579
GCF_009769735.1,recA,401
GCF_009789635.1,recA,792
GCF_009796285.1,recA,885
GCF_009811555.1,recA,59
GCF_009811575.1,recA,72
GCF_009811595.1,recA,83
GCF_009811635.1,recA,53
GCF_009827025.1,recA,775
GCF_009829585.1,recA,820
GCF_009832925.1,recA,336
GCF_009834105.1,recA,919
GCF_009834125.1,recA,569
GCF_009834145.1,recA,632
GCF_009834665.1,recA,380
GCF_009846825.1,recA,5
GCF_009852415.1,recA,299
GCF_009857135.1,recA,942
GCF_009862025.1,recA,282
GCF_009862105.1,recA,208
GCF_009862115.1,recA,760
GCF_009862265.1,recA,1013
GCF_009862355.1,recA,36
GCF_009862365.1,recA,36
GCF_009862445.1,recA,131
GCF_009862465.1,recA,633
GCF_009862475.1,recA,208
GCF_009862505.1,recA,126
GCF_009862625.1,recA,492
GCF_009862685.1,recA,561
GCF_009862765.1,recA,727
GCF_009862865.1,recA,123
GCF_009862985.1,recA,302
GCF_009863025.1,recA,330
GCF_009863035.1,recA,550
GCF_009863095.1,recA,266
GCF_009863125.1,recA,615
GCF_009863145.1,recA,343
GCF_009863165.1,recA,208
GCF_009863235.1,recA,349
GCF_009864805.1,recA,551
GCF_009864845.1,recA,503
GCF_009864905.1,recA,578
GCF_009865165.1,recA,442
GCF_009865175.1,recA,442
GCF_009865205.1,recA,834
GCF_009865365.1,recA,517
GCF_009865405.1,recA,589
GCF_009865465.1,recA,208
GCF_009865475.1,recA,612
GCF_009865505.1,recA,438
GCF_009865545.1,recA,846
GCF_009865565.1,recA,460
GCF_009865585.1,recA,444
GCF_009865595.1,recA,931
GCF_009866455.1,recA,8
GCF_009870065.1,recA,994
GCF_009870085.1,recA,125
GCF_009870095.1,recA,466
GCF_009872515.1,recA,310
GCF_009872535.1,recA,903
GCF_009872555.1,recA,584
GCF_009872565.1,recA,703
GCF_009872615.1,recA,701
GCF_009908195.1,recA,980
GCF_009936315.1,recA,86
GCF_010119355.1,recA,616
GCF_010384365.1,recA,522
GCF_010523235.1,recA,494
GCF_010548045.1,recA,190
GCF_010548075.1,recA,442
GCF_010548115.1,recA,477
GCF_010548165.1,recA,739
GCF_010548175.1,recA,708
GCF_010548215.1,recA,326
GCF_010548375.1,recA,286
GCF_010548385.1,recA,593
GCF_010548435.1,recA,429
GCF_010548465.1,recA,660
GCF_010548505.1,recA,413
GCF_010548515.1,recA,938
GCF_010548525.1,recA,1000
GCF_010548615.1,recA,190
GCF_010548665.1,recA,568
GCF_010548675.1,recA,874
GCF_010548705.1,recA,190
GCF_010548715.1,recA,951
GCF_010548725.1,recA,487
GCF_010550325.1,recA,604
GCF_010550365.1,recA,660
GCF_010550405.1,recA,186
GCF_010550435.1,recA,597
GCF_010550505.1,recA,306
GCF_010550525.1,recA,190
GCF_010550535.1,recA,293
GCF_010550605.1,recA,814
GCF_010550645.1,recA,412
GCF_010669165.1,recA,546
GCF_010892295.1,recA,536
GCF_010993835.1,recA,638
GCF_011006355.1,recA,119
GCF_011008945.1,recA,731
GCF_011045025.1,recA,510
GCF_011055525.1,recA,228
GCF_011170105.1,recA,487
GCF_011170125.1,recA,487
GCF_011170145.1,recA,487
GCF_011193355.1,recA,471
GCF_011290345.1,recA,274
GCF_011317205.1,recA,927
GCF_011650445.1,recA,570
GCF_011694815.1,recA,995
GCF_011758705.1,recA,256
GCF_011766325.1,recA,1003
GCF_011800555.1,recA,453
GCF_011820545.1,recA,146
GCF_012034205.1,recA,756
GCF_012034235.1,recA,979
GCF_012034935.1,recA,829
GCF_012044595.1,recA,501
GCF_012184365.2,recA,5
GCF_012273495.1,recA,664
GCF_012273515.1,recA,757
GCF_012273535.1,recA,240
GCF_012328665.1,recA,729
GCF_012922115.1,recA,318
GCF_012927225.1,recA,409
GCF_012927245.1,recA,409
GCF_012933395.1,recA,435
GCF_013009255.1,recA,218
GCF_013018355.1,recA,197
GCF_013030945.1,recA,987
GCF_013044505.1,recA,255
GCF_013046785.1,recA,799
GCF_013055795.1,recA,937
GCF_013085465.1,recA,922
GCF_013167895.1,recA,44
GCF_013177615.1,recA,687
GCF_013302895.1,recA,203
GCF_013307045.1,recA,131
GCF_013317105.1,recA,131
GCF_013345665.1,recA,889
GCF_013363455.1,recA,373
GCF_013363465.1,recA,257
GCF_013363475.1,recA,652
GCF_013363555.1,recA,5
GCF_013363575.1,recA,186
GCF_013363655.1,recA,373
GCF_013363665.1,recA,373
GCF_013363675.1,recA,652
GCF_013363735.1,recA,652
GCF_013364095.1,recA,47
GCF_013364175.1,recA,524
GCF_013364315.1,recA,826
GCF_013364375.1,recA,410
GCF_013375055.1,recA,342
GCF_013394065.1,recA,679
GCF_013401535.1,recA,42
GCF_013409565.1,recA,44
GCF_013421635.1,recA,1005
GCF_013423905.1,recA,962
GCF_013433285.1,recA,218
GCF_013693715.1,recA,5
GCF_013778455.1,recA,982
GCF_013870495.1,recA,662
GCF_013870595.1,recA,643
GCF_013912435.1,recA,1006
GCF_013913525.1,recA,450
GCF_014070435.1,recA,103
GCF_014076605.1,recA,742
GCF_014083905.1,recA,378
GCF_014138545.1,recA,386
GCF_014138735.1,recA,386
GCF_014138855.1,recA,616
GCF_014138905.1,recA,138
GCF_014191845.1,recA,709
GCF_014197485.1,recA,256
GCF_014202475.1,recA,261
GCF_014203475.1,recA,713
GCF_014203495.1,recA,452
GCF_014203505.1,recA,209
GCF_014203535.1,recA,431
GCF_014203545.1,recA,243
GCF_014203555.1,recA,744
GCF_014203595.1,recA,832
GCF_014203895.1,recA,313
GCF_014205035.1,recA,154
GCF_014205055.1,recA,617
GCF_014205255.1,recA,370
GCF_014205315.1,recA,162
GCF_014207295.1,recA,489
GCF_014207445.1,recA,526
GCF_014216315.1,recA,624
GCF_014216335.1,recA,393
GCF_014217585.1,recA,224
GCF_014252945.1,recA,594
GCF_014253015.1,recA,474
GCF_014280945.1,recA,967
GCF_014281035.1,recA,207
GCF_014489635.1,recA,596
GCF_014495705.1,recA,666
GCF_014596505.1,recA,325
GCF_014596525.1,recA,325
GCF_014596915.1,recA,831
GCF_014621695.1,recA,1009
GCF_014646275.1,recA,816
GCF_014647695.1,recA,131
GCF_014648075.1,recA,247
GCF_014648195.1,recA,161
GCF_014648615.1,recA,38
GCF_014648635.1,recA,985
GCF_014648655.1,recA,94
GCF_014648695.1,recA,62
GCF_014648815.1,recA,555
GCF_014648875.1,recA,254
GCF_014648935.1,recA,487
GCF_014649135.1,recA,941
GCF_014649195.1,recA,289
GCF_014649215.1,recA,207
GCF_014649255.1,recA,979
GCF_014649315.1,recA,386
GCF_014649335.1,recA,852
GCF_014649375.1,recA,778
GCF_014649435.1,recA,770
GCF_014649455.1,recA,426
GCF_014649475.1,recA,991
GCF_014649515.1,recA,383
GCF_014649535.1,recA,100
GCF_014649595.1,recA,845
GCF_014649635.1,recA,431
GCF_014649655.1,recA,639
GCF_014649675.1,recA,810
GCF_014649795.1,recA,790
GCF_014649815.1,recA,958
GCF_014649875.1,recA,227
GCF_014649895.1,recA,369
GCF_014649995.1,recA,764
GCF_014650035.1,recA,365
GCF_014650075.1,recA,13
GCF_014650095.1,recA,320
GCF_014650115.1,recA,634
GCF_014650135.1,recA,186
GCF_014650155.1,recA,458
GCF_014650175.1,recA,940
GCF_014650215.1,recA,186
GCF_014650255.1,recA,709
GCF_014650275.1,recA,459
GCF_014650315.1,recA,342
GCF_014650375.1,recA,104
GCF_014650435.1,recA,515
GCF_014650535.1,recA,263
GCF_014650615.1,recA,452
GCF_014650715.1,recA,715
GCF_014650735.1,recA,897
GCF_014650755.1,recA,499
GCF_014650775.1,recA,26
GCF_014650795.1,recA,131
GCF_014650815.1,recA,530
GCF_014650875.1,recA,351
GCF_014650895.1,recA,620
GCF_014650935.1,recA,30
GCF_014650955.1,recA,486
GCF_014650975.1,recA,979
GCF_014650995.1,recA,782
GCF_014651015.1,recA,853
GCF_014651075.1,recA,683
GCF_014651155.1,recA,131
GCF_014653855.1,recA,321
GCF_014654675.1,recA,808
GCF_014654895.1,recA,876
GCF_014655295.1,recA,389
GCF_014655335.1,recA,25
GCF_014655475.1,recA,319
GCF_014655715.1,recA,465
GCF_014656075.1,recA,721
GCF_014656095.1,recA,999
GCF_014656135.1,recA,1002
GCF_014656215.1,recA,316
GCF_014656235.1,recA,72
GCF_014673495.1,recA,138
GCF_014701095.1,recA,682
GCF_014701115.1,recA,323
GCF_014712245.1,recA,608
GCF_014852565.2,recA,354
GCF_014852655.1,recA,354
GCF_014873495.1,recA,529
GCF_014905535.1,recA,721
GCF_014905555.1,recA,926
GCF_014930355.1,recA,396
GCF_014930365.1,recA,396
GCF_014930395.1,recA,396
GCF_014930405.1,recA,396
GCF_014930415.1,recA,396
GCF_015160855.1,recA,586
GCF_015160875.1,recA,770
GCF_015163075.1,recA,883
GCF_015244315.1,recA,686
GCF_015475835.1,recA,287
GCF_015475845.1,recA,209
GCF_015601545.1,recA,257
GCF_015645455.1,recA,485
GCF_015680775.2,recA,487
GCF_015689475.1,recA,551
GCF_015708605.1,recA,130
GCF_015710995.1,recA,467
GCF_015712165.1,recA,833
GCF_015767735.1,recA,130
GCF_015767755.1,recA,130
GCF_015767775.1,recA,130
GCF_015767795.1,recA,130
GCF_015767815.1,recA,130
GCF_015767855.1,recA,130
GCF_015767875.1,recA,130
GCF_015767895.1,recA,130
GCF_015767915.1,recA,130
GCF_015767935.1,recA,130
GCF_015770475.1,recA,916
GCF_015912395.1,recA,130
GCF_015912435.1,recA,130
GCF_015912455.1,recA,130
GCF_015912465.1,recA,130
GCF_015912875.1,recA,130
GCF_015912895.1,recA,130
GCF_015912925.1,recA,130
GCF_015912945.1,recA,130
GCF_015912975.1,recA,130
GCF_015912985.1,recA,130
GCF_015912995.1,recA,130
GCF_016017415.1,recA,410
GCF_016103465.1,recA,560
GCF_016128295.1,recA,283
GCF_016411765.1,recA,530
GCF_016432665.1,recA,395
GCF_016432685.1,recA,368
GCF_016432735.1,recA,334
GCF_016457305.1,recA,791
GCF_016467295.1,recA,785
GCF_016482685.1,recA,681
GCF_016521585.1,recA,750
GCF_016612545.1,recA,734
GCF_016612575.1,recA,388
GCF_016612605.1,recA,388
GCF_016612625.1,recA,868
GCF_016612645.1,recA,388
GCF_016612665.1,recA,878
GCF_016612705.1,recA,415
GCF_016612725.1,recA,415
GCF_016612755.1,recA,37
GCF_016612775.1,recA,415
GCF_016612805.1,recA,469
GCF_016612825.1,recA,469
GCF_016612855.1,recA,673
GCF_016613285.1,recA,93
GCF_016613335.1,recA,93
GCF_016624005.1,recA,750
GCF_016653995.1,recA,893
GCF_016654055.1,recA,415
GCF_016654065.1,recA,388
GCF_016654115.1,recA,818
GCF_016741775.1,recA,483
GCF_016741825.1,recA,497
GCF_016741855.1,recA,752
GCF_016741935.1,recA,869
GCF_016755855.1,recA,38
GCF_016755875.1,recA,40
GCF_016755895.1,recA,180
GCF_016757295.1,recA,541
GCF_016772455.1,recA,231
GCF_016803985.1,recA,234
GCF_016804005.1,recA,1019
GCF_016834575.1,recA,185
GCF_016860525.1,recA,640
GCF_016860545.1,recA,322
GCF_016876065.1,recA,631
GCF_016901035.1,recA,930
GCF_016905445.1,recA,928
GCF_016906185.1,recA,2
GCF_016906205.1,recA,2
GCF_016906225.1,recA,2
GCF_016906245.1,recA,2
GCF_016906265.1,recA,106
GCF_016909575.1,recA,264
GCF_016917755.1,recA,332
GCF_016921115.1,recA,603
GCF_017168205.1,recA,65
GCF_017311125.1,recA,42
GCF_017349075.1,recA,406
GCF_017352335.1,recA,154
GCF_017356985.1,recA,406
GCF_017358145.1,recA,672
GCF_017377775.1,recA,357
GCF_017526105.1,recA,895
GCF_017592595.1,recA,884
GCF_017614965.1,recA,847
GCF_017639205.1,recA,38
GCF_017676345.1,recA,1016
GCF_017676365.1,recA,1018
GCF_017676385.1,recA,974
GCF_017825375.1,recA,801
GCF_017874495.1,recA,275
GCF_017874515.1,recA,309
GCF_017876235.1,recA,224
GCF_017876255.1,recA,476
GCF_017876625.1,recA,461
GCF_017877015.1,recA,804
GCF_017916255.1,recA,151
GCF_017933115.1,recA,317
GCF_017933235.1,recA,317
GCF_017933255.1,recA,317
GCF_017942185.1,recA,87
GCF_017948455.1,recA,851
GCF_017948485.1,recA,455
GCF_017968905.1,recA,317
GCF_017968935.1,recA,317
GCF_017968965.1,recA,317
GCF_017969005.1,recA,317
GCF_017969025.1,recA,317
GCF_017969045.1,recA,317
GCF_017979945.1,recA,494
GCF_018035285.1,recA,348
GCF_018069565.1,recA,564
GCF_018070025.1,recA,427
GCF_018070055.1,recA,356
GCF_018070125.1,recA,186
GCF_018070145.1,recA,131
GCF_018070175.1,recA,478
GCF_018070205.1,recA,445
GCF_018070225.1,recA,248
GCF_018070255.1,recA,430
GCF_018070265.1,recA,478
GCF_018070345.1,recA,698
GCF_018070535.1,recA,281
GCF_018070565.1,recA,862
GCF_018070605.1,recA,495
GCF_018070665.1,recA,537
GCF_018070745.1,recA,964
GCF_018128905.1,recA,422
GCF_018138705.1,recA,87
GCF_018138715.1,recA,87
GCF_018141485.1,recA,692
GCF_018255875.1,recA,145
GCF_018310535.1,recA,202
GCF_018310575.1,recA,245
GCF_018530775.1,recA,342
GCF_018530825.1,recA,353
GCF_018555775.1,recA,225
GCF_018604545.1,recA,294
GCF_018614035.1,recA,773
GCF_018614055.1,recA,1001
GCF_018614075.1,recA,768
GCF_018614095.1,recA,192
GCF_018614135.1,recA,939
GCF_018614155.1,recA,954
GCF_018614185.1,recA,433
GCF_018614195.1,recA,702
GCF_018614355.1,recA,433
GCF_018614415.1,recA,548
GCF_018614445.1,recA,405
GCF_018614475.1,recA,192
GCF_018614515.1,recA,303
GCF_018614525.1,recA,402
GCF_018614615.1,recA,627
GCF_018619165.1,recA,5
GCF_018619185.1,recA,278
GCF_018619195.1,recA,5
GCF_018619235.1,recA,5
GCF_018619495.1,recA,207
GCF_018619515.1,recA,207
GCF_018619535.1,recA,207
GCF_018619555.1,recA,207
GCF_018619575.1,recA,207
GCF_018619585.1,recA,207
GCF_018638295.1,recA,201
GCF_018638305.1,recA,592
GCF_018638335.1,recA,567
GCF_018728545.1,recA,448
GCF_018866325.1,recA,514
GCF_018927715.1,recA,493
GCF_018966745.1,recA,288
GCF_018982965.1,recA,557
GCF_019029485.1,recA,186
GCF_019029505.1,recA,186
GCF_019049125.1,recA,807
GCF_019049165.1,recA,661
GCF_019049185.1,recA,577
GCF_019049245.1,recA,653
GCF_019049255.1,recA,314
GCF_019049285.1,recA,260
GCF_019049325.1,recA,641
GCF_019049345.1,recA,226
GCF_019056675.1,recA,956
GCF_019067045.1,recA,733
GCF_019090105.1,recA,307
GCF_019090165.1,recA,377
GCF_019091445.1,recA,459
GCF_019091475.1,recA,767
GCF_900079405.2,recA,728
GCF_900079415.1,recA,913
GCF_900090065.1,recA,349
GCF_900090085.1,recA,813
GCF_900091315.1,recA,943
GCF_900091715.1,recA,208
GCF_900091725.1,recA,615
GCF_900091745.1,recA,517
GCF_900091765.1,recA,633
GCF_900091775.1,recA,343
GCF_900091785.1,recA,93
GCF_900091835.1,recA,517
GCF_900091845.1,recA,266
GCF_900091865.1,recA,523
GCF_900091875.1,recA,208
GCF_900091885.1,recA,5
GCF_900091905.1,recA,6
GCF_900091975.1,recA,282
GCF_900091985.1,recA,282
GCF_900092005.1,recA,254
GCF_900095575.1,recA,208
GCF_900101585.1,recA,630
GCF_900102095.1,recA,590
GCF_900102245.1,recA,238
GCF_900103455.1,recA,1014
GCF_900103585.1,recA,436
GCF_900104815.1,recA,728
GCF_900104865.1,recA,217
GCF_900104935.1,recA,131
GCF_900105235.1,recA,238
GCF_900105245.1,recA,691
GCF_900105265.1,recA,879
GCF_900105275.1,recA,502
GCF_900105395.1,recA,490
GCF_900105415.1,recA,418
GCF_900105465.1,recA,502
GCF_900105515.1,recA,649
GCF_900105525.1,recA,217
GCF_900105605.1,recA,849
GCF_900105695.1,recA,69
GCF_900105705.1,recA,8
GCF_900105755.1,recA,850
GCF_900105775.1,recA,238
GCF_900105915.1,recA,238
GCF_900111245.1,recA,996
GCF_900112965.1,recA,959
GCF_900114955.1,recA,396
GCF_900116325.1,recA,844
GCF_900119365.1,recA,932
GCF_900129855.1,recA,840
GCF_900171555.1,recA,114
GCF_900177255.1,recA,819
GCF_900187385.1,recA,238
GCF_900187925.1,recA,578
GCF_900199205.1,recA,456
GCF_900206255.1,recA,882
GCF_900215305.1,recA,318
GCF_900215565.1,recA,676
GCF_900215595.1,recA,621
GCF_900215615.1,recA,699
GCF_900221035.1,recA,217
GCF_900230275.1,recA,391
GCF_900236475.1,recA,302
GCF_900236505.1,recA,302
GCF_900290235.1,recA,300
GCF_900460065.1,recA,8
GCF_900460115.1,recA,487
GCF_902506575.1,recA,594
GCF_904440635.1,recA,18
GCF_904440645.1,recA,18
GCF_000009765.2,rpoB,118
GCF_000010605.1,rpoB,8
GCF_000091305.1,rpoB,165
GCF_000092385.1,rpoB,600
GCF_000147815.2,rpoB,333
GCF_000148465.1,rpoB,125
GCF_000156695.2,rpoB,585
GCF_000163875.1,rpoB,125
GCF_000177175.2,rpoB,8
GCF_000177195.2,rpoB,39
GCF_000204605.1,rpoB,440
GCF_000220705.2,rpoB,180
GCF_000225525.1,rpoB,183
GCF_000226455.1,rpoB,294
GCF_000239075.1,rpoB,494
GCF_000253235.1,rpoB,16
GCF_000261345.2,rpoB,659
GCF_000262345.1,rpoB,194
GCF_000280865.2,rpoB,198
GCF_000280905.1,rpoB,944
GCF_000297155.3,rpoB,314
GCF_000297635.1,rpoB,347
GCF_000299175.2,rpoB,92
GCF_000316095.1,rpoB,772
GCF_000317595.1,rpoB,403
GCF_000331185.2,rpoB,210
GCF_000332625.1,rpoB,792
GCF_000340335.1,rpoB,120
GCF_000342125.1,rpoB,146
GCF_000349325.1,rpoB,631
GCF_000359525.1,rpoB,36
GCF_000364805.1,rpoB,38
GCF_000367365.1,rpoB,157
GCF_000373225.1,rpoB,36
GCF_000373405.1,rpoB,668
GCF_000373565.1,rpoB,488
GCF_000373625.1,rpoB,879
GCF_000380165.1,rpoB,177
GCF_000382745.1,rpoB,39
GCF_000383595.1,rpoB,120
GCF_000383635.1,rpoB,639
GCF_000384175.1,rpoB,159
GCF_000385945.1,rpoB,13
GCF_000403665.1,rpoB,126
GCF_000403765.2,rpoB,787
GCF_000404005.1,rpoB,195
GCF_000411315.1,rpoB,392
GCF_000411495.1,rpoB,114
GCF_000412265.2,rpoB,389
GCF_000414115.1,rpoB,551
